Unnamed: 0,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Average GPA,Median Grade,Standard Deviation,Difference,Instructor Last Name
4284,GEOL,100,0,3,3,9,0,2,4,0,0,1,0,2,1,0,"Slaven, Samuel",2.81,B+,0.92,,Slaven
4285,GEOL,100,3,7,5,1,4,1,0,0,1,1,0,0,0,0,"Zhou, Quan",3.45,A-,0.73,,Zhou
4286,GEOL,100,0,0,4,4,1,4,4,1,1,2,0,0,0,0,"Zhang, Guimiao",2.73,B-,0.73,,Zhang
4287,GEOL,100,6,10,5,4,12,16,6,0,6,0,0,1,2,0,"Kehoe, Kelsey S",2.93,B,0.76,,Kehoe
4288,GEOL,103,1,14,18,6,11,5,0,3,3,0,1,0,1,0,"Sen, Pragnyadipta",3.24,A-,0.71,,Sen
4289,GEOL,107,21,7,1,3,4,1,2,0,1,3,0,2,1,1,"Veldhuizen, Hannah J",3.3,A,0.99,,Veldhuizen
4290,GEOL,107,27,54,25,24,26,13,15,19,3,3,9,0,2,0,"Long, Ann D",3.18,B+,0.86,,Long
4291,GEOL,107,0,7,6,7,6,9,5,4,0,0,0,0,1,0,"Leonard, Tiffany F",3.0,B,0.63,,Leonard
4292,GEOL,107,23,10,3,3,2,1,1,2,0,1,1,0,3,0,"Cao, Zebin",3.41,A,0.75,,Cao
4293,GEOL,107,0,5,6,4,5,3,0,0,0,0,0,1,0,0,"Armstrong, Elizabeth L",3.29,B+,0.7,,Armstrong
4294,GEOL,117,4,11,6,10,4,3,1,2,0,0,0,0,5,1,"Hurst, Stephen D",3.08,B+,0.64,,Hurst
4295,GEOL,117,28,15,18,8,11,6,4,6,1,1,0,1,6,0,"Pettijohn, Justin C",3.23,A-,0.73,,Pettijohn
4296,GEOL,118,3,4,3,4,3,0,1,2,1,0,2,0,5,0,"Malinowski, Jacalyn M",2.55,B+,1.0,,Malinowski
4297,GEOL,118,13,59,45,35,44,26,10,17,10,6,7,5,9,1,"Chen, Chu-Yung",3.02,B+,0.85,,Chen
4298,GEOL,118,3,6,8,7,10,4,3,2,1,1,0,0,1,1,"Hurst, Stephen D",3.12,B+,0.66,,Hurst
4299,GEOL,143,13,13,5,2,5,5,0,0,0,0,1,0,1,0,"Chen, Mingfei",3.52,A,0.62,,Chen
4300,GER,101,7,3,4,0,2,5,0,2,0,0,0,0,0,0,"Freise, Stefan P",3.39,A-,0.69,,Freise
4301,GER,101,8,17,10,4,1,2,0,2,0,0,0,0,2,0,"Metzel, Peter",3.53,A,0.52,,Metzel
4302,GER,101,11,15,9,2,1,2,2,2,0,0,0,0,1,0,"Sellinger, David J",3.57,A,0.58,,Sellinger
4303,GER,101,8,10,2,2,0,1,0,0,0,0,0,0,0,0,"Berkovich, Nadezda",3.86,A,0.32,,Berkovich
4304,GER,101,3,9,9,9,8,1,0,2,2,0,1,1,2,0,"VanderPal, Kelli M",3.12,B+,0.8,,VanderPal
4305,GER,101,3,19,14,3,11,7,2,2,1,0,0,1,3,0,"Uzun, Ugur",3.21,A-,0.7,,Uzun
4306,GER,101,1,11,1,3,2,2,2,2,1,0,0,0,0,0,"Yanny-Tillar, Sara J",3.33,A-,0.77,,Yanny-Tillar
4307,GER,101,1,10,6,3,2,0,1,0,0,0,0,0,0,0,"Kremsner, Verena",3.67,A-,0.43,,Kremsner
4308,GER,101,1,2,3,2,4,2,3,1,1,1,1,0,2,0,"Markiewicz, Sandra",2.61,B,0.85,,Markiewicz
4309,GER,101,1,4,3,6,4,0,0,2,2,0,1,1,0,0,"Rose, Rachel M",3.0,B+,0.96,,Rose
4310,GER,101,0,6,4,5,3,0,2,0,0,1,0,0,2,0,"Jenson, Jennifer E",3.06,B+,0.7,,Jenson
4311,GER,102,1,8,8,7,3,8,5,1,2,0,1,0,0,1,"Buchholz, Bianca",3.11,B+,0.75,,Buchholz
4312,GER,102,1,3,7,2,2,3,1,0,1,1,0,0,0,0,"Fuchs, Renata",3.22,A-,0.74,,Fuchs
4313,GER,102,8,16,8,2,3,3,1,1,1,0,0,0,0,0,"Colomb, Monet U",3.61,A,0.6,,Colomb
4314,GER,102,1,7,4,7,1,0,0,0,1,0,0,0,1,1,"Comparato, Giulietta",3.39,A-,0.54,,Comparato
4315,GER,102,1,5,5,1,4,4,1,2,0,0,0,0,0,0,"Guo, Lujun",3.25,B+,0.65,,Guo
4316,GER,102,2,12,17,19,6,4,1,1,1,0,0,0,1,3,"Smith, Dustin L",3.38,B+,0.49,,Smith
4317,GER,102,0,4,2,2,1,3,5,3,1,0,0,0,3,0,"Duntz, Andrea L",2.51,B-,0.79,,Duntz
4318,GER,102,2,5,1,1,6,1,2,1,2,0,0,0,0,0,"Chambers, Adam D",3.13,B,0.78,,Chambers
4319,GER,102,3,2,2,8,5,2,0,0,0,1,0,0,0,0,"Jenson, Jennifer E",3.29,B+,0.58,,Jenson
4320,GER,103,2,4,2,3,2,3,3,1,3,0,0,0,0,0,"Fischer, Jenny",3.01,B,0.81,,Fischer
4321,GER,103,3,9,4,0,2,0,0,1,0,0,1,0,1,0,"Slattery, John P",3.41,A,0.77,,Slattery
4322,GER,103,0,8,2,3,3,1,1,2,1,1,1,1,0,0,"Istvanits, Kerstin",3.0,B+,1.04,,Istvanits
4323,GER,103,0,8,5,3,4,2,0,0,0,0,1,0,0,0,"Castle, Jeffrey D",3.42,A-,0.68,,Castle
4324,GER,103,4,14,4,3,10,2,2,5,0,0,1,0,2,0,"Heinz, Esther Abigail",3.14,B+,0.77,,Heinz
4325,GER,103,4,14,4,10,6,6,4,0,0,0,4,0,0,0,"Schnitzlein, Esther Abiga",3.22,B+,0.84,,Schnitzlein
4326,GER,103,0,6,6,4,3,0,3,0,1,0,1,0,1,0,"Grotovsky, Zachary P",3.12,B+,0.78,,Grotovsky
4327,GER,103,1,7,3,2,7,6,7,3,5,0,1,0,1,0,"Frohlich, Johannes",2.75,B-,0.81,,Frohlich
4328,GER,103,4,11,5,8,9,3,3,2,0,0,0,0,1,0,"Henke, Anna E",3.28,B+,0.6,,Henke
4329,GER,103,2,10,8,6,6,0,2,2,6,4,2,0,4,0,"Kuligowska, Kinga",2.72,B+,0.99,,Kuligowska
4330,GER,250,0,18,10,8,4,0,2,2,0,0,0,0,0,0,"Smith, Kathleen M",3.55,A-,0.55,,Smith
4331,GER,250,10,7,0,2,1,0,0,0,0,0,0,0,1,0,"Fuchs, Renata",3.7,A,0.33,,Fuchs
4332,GER,250,0,6,7,5,2,0,0,1,0,0,0,0,0,0,"Glont, Anca M",3.54,A-,0.47,,Glont
4333,GER,250,3,11,8,1,0,0,0,0,0,0,0,0,0,0,"Meyer, Paul E",3.86,A,0.19,,Meyer
4334,GER,251,0,71,4,1,7,1,0,0,0,0,1,0,1,0,"Slattery, John P",3.8,A,0.44,,Slattery
4335,GER,251,3,18,14,5,2,1,1,0,0,0,0,0,0,0,"Chung, Stephanie A",3.71,A-,0.38,,Chung
4336,GER,251,13,46,14,5,8,1,1,4,1,0,1,0,2,0,"Schneeberger, Alexandra N",3.58,A,0.61,,Schneeberger
4337,GER,251,4,10,4,0,0,1,0,0,1,0,0,0,1,0,"Berkovich, Nadezda",3.57,A,0.58,,Berkovich
4338,GER,251,14,151,20,9,11,5,1,4,3,0,1,0,1,1,"Guo, Lujun",3.75,A,0.52,,Guo
4339,GER,251,8,63,10,5,5,0,2,1,2,0,0,0,3,0,"Jin, Pu",3.66,A,0.5,,Jin
4340,GER,251,36,73,43,10,15,4,6,7,6,0,6,2,15,5,"Jenkins, Robert J",3.27,A-,0.8,,Jenkins
4341,GER,251,2,32,14,4,2,1,2,5,1,2,2,0,0,0,"Tendera, Anna",3.44,A,0.86,,Tendera
4342,GER,251,13,33,8,5,7,2,0,2,0,0,0,0,0,1,"Frohlich, Johannes",3.72,A,0.48,,Frohlich
4343,GER,251,25,83,33,26,32,8,3,7,4,2,1,0,3,0,"Stoeckl, Stephanie J",3.47,A-,0.64,,Stoeckl
4344,GER,251,14,25,9,1,10,2,0,0,1,0,0,0,1,0,"Cornell, Megan E",3.64,A,0.49,,Cornell
4345,GLBL,100,2,13,16,8,7,2,0,1,1,0,0,0,1,0,"Russ, Laura W",3.44,A-,0.51,,Russ
4346,GLBL,100,2,5,4,2,2,1,0,1,0,0,2,0,2,0,"Bralower, Alyssa R",2.95,A-,0.94,,Bralower
4347,GLBL,100,15,14,4,6,5,0,0,1,0,0,1,2,4,0,"Hercog, Metka",3.27,A,0.84,,Hercog
4348,GLBL,100,1,6,2,6,4,3,0,1,1,0,0,0,2,0,"Hancin-Bhatt, Barbara",3.04,B+,0.65,,Hancin-Bhatt
4349,GLBL,100,10,21,12,3,3,1,2,0,0,0,0,1,0,0,"Muniandy, Parthiban",3.68,A,0.59,,Muniandy
4350,GLBL,100,38,21,6,2,5,1,2,2,0,0,1,0,5,0,"Gresh, Rebecca A",3.52,A,0.6,,Gresh
4351,GLBL,100,7,27,21,11,7,0,2,2,1,0,0,1,1,0,"Massey, Erica M",3.52,A-,0.61,,Massey
4352,GLBL,100,22,22,19,6,1,3,2,2,1,2,0,0,2,0,"Zhang, Gehui",3.53,A,0.64,,Zhang
4353,GLBL,100,21,44,11,10,3,4,1,3,3,3,0,3,3,0,"Bonatti, Valeria",3.42,A,0.84,,Bonatti
4354,GLBL,100,73,94,32,14,14,5,3,4,2,1,2,0,12,0,"Wedig, Timothy E",3.55,A,0.57,,Wedig
4355,GLBL,100,24,111,68,31,22,7,1,0,2,2,2,0,5,0,"Fogelman, Charles J",3.59,A-,0.51,,Fogelman
4356,GLBL,100,15,26,2,1,2,1,0,0,0,0,1,1,3,0,"Shin, Hyo-Won",3.56,A,0.68,,Shin
4357,GLBL,100,35,39,15,2,6,0,0,4,3,0,0,0,5,0,"Schrag, David M",3.57,A,0.58,,Schrag
4358,GLBL,100,23,8,1,2,1,1,1,1,1,1,0,1,7,0,"Gonzalez, Daniel A",3.08,A,0.91,,Gonzalez
4359,GLBL,100,6,42,33,21,8,0,1,1,1,0,0,0,4,0,"Pack, Tyler J",3.53,A-,0.43,,Pack
4360,GLBL,100,0,40,7,5,3,0,0,0,0,0,1,0,0,0,"Leffingwell, Sarah K",3.79,A,0.47,,Leffingwell
4361,GLBL,100,4,44,27,17,8,1,2,1,1,0,0,1,2,0,"Kohli, Tanu",3.55,A-,0.54,,Kohli
4362,GLBL,100,1,12,15,10,9,1,1,1,0,0,1,0,2,0,"Peach, Matthew",3.31,A-,0.57,,Peach
4363,GLBL,100,2,5,7,3,5,0,0,1,0,0,0,1,1,0,"Kulkarni, Shyam S",3.25,A-,0.74,,Kulkarni
4364,GLBL,100,8,8,14,4,22,2,8,4,0,0,0,0,0,0,"Berkhoudt, Karin",3.24,B,0.62,,Berkhoudt
4365,GLBL,100,7,36,0,0,0,0,0,0,0,0,6,0,1,0,"Casey, Mary S",3.56,A,0.98,,Casey
4366,GLBL,100,5,13,0,1,1,0,0,1,1,0,1,0,1,0,"Goodnight, Melissa R",3.46,A,0.84,,Goodnight
4367,GLBL,100,10,13,1,1,0,0,1,0,0,1,0,1,0,0,"Kurisu, Sheri-Lynn S",3.69,A,0.82,,Kurisu
4368,GLBL,100,6,30,23,5,3,0,1,0,0,1,0,0,1,0,"Fitzpatrick, Margaret M",3.68,A,0.43,,Fitzpatrick
4369,GLBL,100,11,8,1,2,2,1,0,0,1,0,0,0,1,0,"Mamer, Emily E",3.58,A,0.57,,Mamer
4370,GLBL,100,3,10,5,4,0,1,0,0,0,0,2,0,0,0,"Grim-Feinberg, Kate",3.53,A,0.82,,Grim-Feinberg
4371,GLBL,100,23,24,4,1,2,1,1,1,0,0,0,0,0,0,"Holmes, Joshua S",3.84,A,0.42,,Holmes
4372,GLBL,296,4,32,13,1,0,0,1,0,0,0,0,0,0,0,"Williams, Amy K",3.87,A,0.27,,Williams
4373,GLBL,296,10,28,0,0,0,0,0,0,0,0,0,0,6,0,"Barnes, Teresa A",3.45,A,0.51,,Barnes
4374,GLBL,296,2,50,0,0,0,0,2,0,0,0,0,0,2,0,"Manalansan, Martin F",3.8,A,0.34,,Manalansan
4375,GLBL,296,0,7,7,5,2,1,1,0,0,0,0,0,0,0,"Bowden, David F",3.54,A-,0.45,,Bowden
4376,GLBL,296,3,3,1,5,3,0,3,1,0,0,1,3,0,0,"Rosas, Gilberto",2.84,B+,1.12,,Rosas
4377,GLBL,296,3,8,5,2,1,0,1,0,1,0,0,0,0,0,"Kuenning, Matthew P",3.62,A,0.6,,Kuenning
4378,GLBL,296,65,59,14,7,4,2,0,1,0,0,0,0,6,1,"Wedig, Timothy E",3.73,A,0.33,,Wedig
4379,GLBL,296,0,19,0,0,0,0,0,0,0,0,0,0,5,0,"Fogelman, Charles J",3.17,A,0.74,,Fogelman
4380,GLBL,296,3,11,6,1,3,0,0,0,1,0,0,0,1,0,"Renn, Duu S",3.54,A,0.54,,Renn
4381,GLBL,296,7,22,5,6,2,1,0,1,0,0,0,0,0,0,"Schrag, David M",3.75,A,0.43,,Schrag
4382,GLBL,296,0,11,4,2,4,0,0,0,0,0,0,0,0,0,"Frohardt-Lane, Sarah K",3.68,A,0.39,,Frohardt-Lane
4383,GLBL,296,0,13,0,3,2,0,2,1,0,0,0,0,0,0,"Pack, Tyler J",3.55,A,0.65,,Pack
4384,GLBL,296,0,11,6,3,0,1,0,0,0,0,1,0,1,0,"Wang, Chun-Han",3.46,A-,0.67,,Wang
4385,GLBL,296,6,90,58,15,8,2,1,4,1,2,1,2,0,0,"Kilgore, James W",3.65,A,0.61,,Kilgore
4386,GLBL,296,0,8,9,2,1,0,1,1,0,0,0,0,2,0,"Kohli, Tanu",3.29,A-,0.58,,Kohli
4387,GLBL,296,0,5,3,4,6,1,1,0,0,0,1,0,0,0,"Diehl, Paul F",3.25,B+,0.69,,Diehl
4388,GLBL,296,0,10,18,12,2,0,2,0,2,0,0,0,0,0,"Jovanovic, Milos",3.48,A-,0.54,,Jovanovic
4389,GLBL,296,4,5,5,3,3,1,0,2,2,0,0,0,1,0,"Spears, Matthew A",3.21,A-,0.75,,Spears
4390,GLBL,296,1,22,0,0,0,2,0,0,0,0,0,0,0,0,"Silverman, Helaine I",3.89,A,0.36,,Silverman
4391,GLBL,296,0,5,3,1,2,3,1,2,0,1,5,0,1,0,"Travlos, Konstantinos",2.54,B-,1.11,,Travlos
4392,GLBL,296,8,15,2,0,0,0,0,0,0,0,0,0,1,0,"Goodnight, Melissa R",3.82,A,0.17,,Goodnight
4393,GLBL,296,21,4,1,1,0,0,1,0,0,0,0,0,0,0,"Kurisu, Sheri-Lynn S",3.9,A+,0.33,,Kurisu
4394,GLBL,296,2,3,4,6,6,0,2,1,0,0,0,0,0,0,"Rudkevich, Gennady",3.3,B+,0.54,,Rudkevich
4395,GLBL,296,0,24,11,6,5,0,0,1,0,0,0,0,0,0,"Hastings, Laura A",3.69,A,0.42,,Hastings
4396,GLBL,296,1,16,1,2,3,0,0,0,0,0,1,0,2,1,"Lamers, Nicole A",3.4,A,0.69,,Lamers
4397,GLBL,296,1,6,7,3,1,1,1,0,0,0,0,0,1,0,"Ramprasad, Vijay",3.41,A-,0.48,,Ramprasad
4398,GLBL,296,0,17,0,1,3,0,0,1,0,0,0,0,0,0,"Grim-Feinberg, Kate",3.74,A,0.52,,Grim-Feinberg
4399,GLBL,296,7,4,7,5,1,3,0,1,0,0,0,0,0,0,"Rudasill, Lynne M",3.55,A-,0.52,,Rudasill
4400,GS,101,0,57,10,6,7,3,1,3,2,0,1,0,0,0,"Baer, Neil T",3.63,A,0.65,,Baer
4401,GS,101,39,52,17,15,13,15,9,0,5,0,6,5,26,1,"West, Lori",2.94,A-,0.93,,West
4402,GS,101,21,14,1,1,2,1,0,0,0,1,0,0,2,0,"Helton, Caroline A",3.65,A,0.52,,Helton
4403,GS,101,0,118,0,0,0,0,0,0,0,0,3,0,0,0,"Del Mastro, Nicole M",3.93,A,0.47,,Del Mastro
4404,GS,101,0,32,3,0,0,1,0,1,0,0,1,0,2,0,"Kelley, Marcus A",3.62,A,0.61,,Kelley
4405,GS,101,0,31,4,3,0,1,0,0,0,1,0,0,0,1,"Bryan, Clair E",3.82,A,0.48,,Bryan
4406,GS,101,0,50,2,0,0,5,3,5,3,0,0,1,3,0,"Jackson, Lisa",3.38,A,0.84,,Jackson
4407,GS,101,25,73,15,4,2,3,1,2,1,2,0,1,2,1,"Davidson, Emily N",3.71,A,0.59,,Davidson
4408,GS,101,0,32,5,0,2,0,2,0,1,0,1,0,1,0,"Thrill, Chauntee R",3.63,A,0.66,,Thrill
4409,GS,101,138,77,18,7,7,6,2,3,0,1,1,3,4,1,"Smothers, Sarah A",3.75,A+,0.55,,Smothers
4410,GS,101,0,77,0,0,0,1,1,3,0,0,0,0,2,0,"Goodloe, Denzel D",3.8,A,0.44,,Goodloe
4411,GS,101,20,198,31,20,19,9,7,7,7,5,4,3,7,0,"Surratt, Aaron T",3.53,A,0.74,,Surratt
4412,GS,101,48,100,14,6,3,1,3,1,4,1,1,2,8,1,"Sandler, Chaya S",3.62,A,0.63,,Sandler
4413,GS,101,0,217,31,17,46,9,7,17,0,2,7,3,9,0,"Hazen, Meghan",3.46,A,0.74,,Hazen
4414,GS,101,46,44,5,1,1,4,2,2,1,2,0,0,9,0,"Holterman, Christopher J",3.49,A,0.63,,Holterman
4415,GS,101,352,239,44,20,22,6,14,3,7,3,3,5,17,2,"Heintz, Hollie",3.72,A,0.55,,Heintz
4416,GS,101,74,61,13,3,6,6,0,1,2,0,1,1,5,0,"Kim, Jessica Y",3.69,A,0.54,,Kim
4417,GS,101,0,33,2,1,2,0,0,2,0,1,0,0,2,0,"Davis, Lori E",3.58,A,0.62,,Davis
4418,GS,101,0,68,6,2,2,3,0,1,0,0,1,1,4,0,"Brooks, Janelle",3.62,A,0.6,,Brooks
4419,GS,101,43,97,12,4,7,7,5,2,6,2,0,1,8,0,"Williams, Melissa",3.54,A,0.68,,Williams
4420,GS,101,156,100,25,9,8,7,7,10,6,1,0,4,10,1,"Walk, Aaron J",3.61,A,0.66,,Walk
4421,GS,101,69,10,11,10,6,3,2,0,1,2,1,1,3,0,"Flack, Corey J",3.58,A+,0.66,,Flack
4422,GS,101,64,9,6,3,1,0,2,2,0,0,0,1,4,0,"Chamberlain, Amanda M",3.66,A+,0.54,,Chamberlain
4423,GS,101,11,123,13,11,8,12,4,3,2,3,1,0,4,0,"Puente, Sylvia",3.59,A,0.64,,Puente
4424,GS,101,0,126,8,8,4,0,2,4,0,0,0,0,0,0,"Murphy, Daniel L",3.85,A,0.42,,Murphy
4425,GS,101,1,26,8,1,3,2,1,1,1,0,0,0,1,0,"Park, Un Yeong",3.58,A,0.58,,Park
4426,GS,101,179,38,23,6,9,9,0,3,1,0,0,0,7,1,"Alvarez, Caitlin M",3.75,A+,0.4,,Alvarez
4427,GS,101,26,62,5,10,6,4,4,6,11,1,1,4,22,1,"Moore, Eugene L",2.94,A,0.98,,Moore
4428,GS,101,0,39,0,0,2,0,0,0,0,0,0,0,0,0,"Hallmon, Augustus W",3.95,A,0.22,,Hallmon
4429,GS,101,13,16,6,2,0,1,1,0,0,0,0,0,0,0,"Schneider, Lauren N",3.84,A,0.36,,Schneider
4430,GS,101,47,121,22,14,15,8,5,3,4,3,4,4,1,0,"Kaste, Kaitlin M",3.59,A,0.77,,Kaste
4431,GS,101,102,36,17,10,13,4,1,6,6,0,1,2,2,0,"Verhelst, Christina T",3.62,A+,0.69,,Verhelst
4432,GS,101,26,38,5,5,0,2,0,0,2,0,0,0,3,0,"Orozco Villican, Moises",3.7,A,0.46,,Orozco Villican
4433,GS,101,0,26,8,0,1,0,1,2,0,1,0,1,0,0,"Cupps-Miller, Heather A",3.62,A,0.79,,Cupps-Miller
4434,GS,101,0,33,6,1,1,0,1,0,1,0,0,1,2,0,"Winterbotham, Lauren E",3.59,A,0.66,,Winterbotham
4435,GS,101,14,26,8,4,5,2,2,4,2,0,1,0,1,0,"Herrera, Holly N",3.48,A,0.74,,Herrera
4436,GS,101,0,24,3,3,6,2,1,1,0,0,0,1,4,0,"Minnett, Jarijion",3.23,A,0.74,,Minnett
4437,GS,101,30,66,20,12,9,7,5,1,0,0,2,0,2,0,"Shumway, Trent A",3.63,A,0.57,,Shumway
4438,GS,101,0,114,6,12,12,4,0,4,0,0,0,0,6,0,"Kalchik, Stephanie A",3.62,A,0.48,,Kalchik
4439,GS,101,45,211,32,7,16,6,8,4,2,0,1,1,5,2,"Turner, Daniel J",3.73,A,0.51,,Turner
4440,GS,101,125,78,36,9,11,11,5,1,5,4,1,2,11,0,"Morley, Amanda R",3.57,A,0.64,,Morley
4441,GS,101,194,175,12,5,6,7,3,5,0,0,2,1,2,0,"Gardiner, Sarah A",3.87,A,0.42,,Gardiner
4442,GS,101,15,13,6,1,0,0,1,0,2,0,1,0,1,0,"Heumann, Micah D",3.6,A,0.71,,Heumann
4443,GS,101,49,218,35,28,16,7,7,7,4,4,4,7,7,1,"Jamal, Malcolm A",3.58,A,0.73,,Jamal
4444,GS,101,0,53,8,3,5,2,4,3,2,0,1,0,3,0,"Thoss, Corey",3.47,A,0.71,,Thoss
4445,GS,101,22,35,14,13,7,7,5,2,0,0,1,1,1,1,"Rodriguez, Saturnino H",3.52,A,0.66,,Rodriguez
4446,GS,101,0,14,1,2,2,3,1,3,3,0,0,0,1,0,"Thomas-Ward, Jamie M",3.12,A-,0.87,,Thomas-Ward
4447,GS,101,3,16,6,1,8,2,0,2,2,0,0,1,0,0,"King, Tanisha T",3.38,A-,0.81,,King
4448,GS,101,28,111,24,4,21,3,2,9,2,0,0,1,6,0,"Powers, Kimberly",3.58,A,0.6,,Powers
4449,GS,101,1,138,5,6,5,5,1,3,1,0,0,1,7,1,"Cox, Rodger S",3.66,A,0.52,,Cox
4450,GS,101,31,42,11,8,10,9,11,9,1,3,2,1,11,1,"O'Brien, Nicole P",3.12,A-,0.85,,O'Brien
4451,GS,101,0,32,2,1,1,0,0,2,0,0,1,0,0,0,"Halfman, Kelli A",3.76,A,0.65,,Halfman
4452,GS,101,0,87,8,4,3,4,3,1,1,0,1,0,4,1,"Blanco, Suzanne M",3.64,A,0.55,,Blanco
4453,GS,101,53,172,56,41,29,13,5,7,1,4,7,9,12,0,"Farr, Teresa J",3.45,A,0.76,,Farr
4454,GS,101,0,73,3,1,0,1,0,2,2,1,2,1,2,1,"Fletcher, Heather R",3.64,A,0.77,,Fletcher
4455,GS,101,0,98,14,3,7,5,1,3,2,0,1,1,1,2,"Beaty, Brianna L",3.68,A,0.63,,Beaty
4456,GS,101,0,111,13,5,6,8,3,1,2,0,0,0,4,1,"Talbott, Katelyn R",3.66,A,0.51,,Talbott
4457,GS,101,0,55,3,0,0,0,0,1,0,0,0,0,2,0,"Bailey, Jason M",3.82,A,0.29,,Bailey
4458,GS,101,49,18,10,3,7,6,0,0,2,0,0,0,4,0,"Shattuck, Dustin R",3.59,A,0.52,,Shattuck
4459,GS,101,13,17,8,0,6,9,0,0,2,0,3,0,1,0,"Singleton, Jasmine N",3.35,A,0.83,,Singleton
4460,GS,101,0,69,4,1,2,3,2,0,0,0,0,0,1,0,"Chlebanowski, Rachel L",3.81,A,0.39,,Chlebanowski
4461,GS,101,4,155,41,38,14,9,5,5,4,0,2,0,8,0,"Parrott, Julian D",3.54,A,0.57,,Parrott
4462,GS,101,60,15,5,5,1,4,4,1,0,0,1,0,2,1,"Williams, Nashea N",3.68,A+,0.55,,Williams
4463,GS,101,85,124,27,37,21,12,12,8,2,5,3,1,3,0,"Mulvaney, Carrie A",3.56,A,0.68,,Mulvaney
4464,GS,101,0,64,11,10,8,8,8,4,7,1,2,2,22,0,"Robertson, Prince",2.84,A-,0.94,,Robertson
4465,GS,101,0,65,5,2,0,2,1,4,1,0,0,0,5,0,"Bear, Jodi L",3.56,A,0.59,,Bear
4466,GS,101,62,380,150,130,196,71,41,93,37,16,23,17,67,3,"Myers, Michael D",3.06,B+,0.84,,Myers
4467,GS,101,0,70,4,2,2,3,3,2,0,0,0,0,0,0,"Readel, Karin E",3.79,A,0.5,,Readel
4468,GS,101,0,23,3,1,4,2,0,2,2,0,0,0,2,0,"Dorantes, Lizette",3.36,A,0.73,,Dorantes
4469,GS,101,0,8,5,6,10,5,3,5,0,1,1,1,0,0,"Boten, January A",2.97,B,0.82,,Boten
4470,GS,101,4,20,8,1,3,5,1,0,0,1,1,0,1,0,"Sullivan, Erin",3.46,A,0.71,,Sullivan
4471,GS,101,45,3,3,5,1,3,2,4,2,1,1,1,2,0,"Lewis, Leslie C",3.42,A+,0.85,,Lewis
4472,GS,101,0,29,1,1,1,3,1,1,0,1,0,0,3,0,"Edwards, Linell D",3.41,A,0.69,,Edwards
4473,GS,101,0,41,3,0,0,0,1,0,0,0,0,0,0,0,"Harden, Brianna L",3.94,A,0.26,,Harden
4474,GS,101,0,202,0,0,25,0,0,4,0,0,2,0,4,0,"Marshall, Keith A",3.77,A,0.47,,Marshall
4475,GS,101,3,14,11,12,8,3,9,2,7,3,4,2,4,0,"Glenn, Brittany J",2.76,B,0.98,,Glenn
4476,GS,101,148,292,68,36,24,19,10,14,9,5,6,5,19,0,"Kotowski, Jennifer",3.56,A,0.67,,Kotowski
4477,GS,101,28,3,2,1,0,2,3,2,1,1,0,0,2,0,"Ewing, Caroline A",3.42,A+,0.77,,Ewing
4478,GS,101,29,21,11,3,2,1,1,1,1,0,0,0,1,0,"Marshall, Tiara L",3.73,A,0.47,,Marshall
4479,GS,101,0,6,3,10,2,1,1,1,0,0,0,1,4,0,"Williams, Mark D",2.83,B+,0.8,,Williams
4480,GS,101,37,129,13,4,6,3,2,4,3,1,1,0,6,2,"Arnold, Jessica A",3.69,A,0.55,,Arnold
4481,GS,101,19,16,14,2,2,11,2,4,3,0,2,3,12,0,"Ellis, Michelle D",2.83,A-,0.98,,Ellis
4482,GS,101,0,78,1,0,2,4,0,1,0,0,0,0,2,0,"Bjorkman, Veronica",3.8,A,0.38,,Bjorkman
4483,GS,101,0,142,4,3,4,2,0,1,1,0,0,0,4,0,"Leman, Clarissa R",3.81,A,0.34,,Leman
4484,GS,101,155,28,20,1,10,5,3,10,4,2,4,2,6,1,"Gutwein, Calen A",3.58,A+,0.74,,Gutwein
4485,GS,101,0,32,2,1,1,0,0,0,0,2,0,0,3,0,"Carey, Amanda M",3.52,A,0.65,,Carey
4486,GS,101,0,66,39,33,19,12,5,12,6,1,1,2,6,1,"Schwend, Lindsay M",3.24,A-,0.74,,Schwend
4487,GS,101,2,8,4,2,3,1,0,0,2,0,0,0,1,0,"Gershenfeld, Susan",3.32,A-,0.7,,Gershenfeld
4488,GS,101,4,246,75,31,36,14,8,7,5,0,2,4,10,2,"Blazek, Karen K",3.55,A,0.62,,Blazek
4489,GS,101,0,483,66,18,26,13,7,3,6,1,5,0,3,0,"Armstrong, Christopher M",3.78,A,0.5,,Armstrong
4490,GS,101,35,11,14,1,13,12,2,7,6,1,2,3,17,0,"Almanza, Daniel",2.77,B,0.96,,Almanza
4491,GS,101,0,34,1,1,0,1,0,0,0,0,1,0,2,0,"Graven, Laura J",3.67,A,0.55,,Graven
4492,GS,101,0,114,15,7,12,0,3,2,0,0,0,0,0,0,"Masters, Michael D",3.8,A,0.42,,Masters
4493,GS,101,0,18,6,3,3,3,3,0,0,1,0,0,2,0,"Faruque, Afroza S",3.32,A-,0.67,,Faruque
4494,GS,101,0,20,3,5,2,1,1,2,1,0,0,0,3,0,"Kutz, Elaina D",3.27,A,0.69,,Kutz
4495,GS,101,63,16,17,5,7,8,4,7,6,3,1,2,9,0,"Singh, Gabriele N",3.22,A,0.87,,Singh
