Years,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Average GPA,Median Grade,Standard Deviation,Instructor Last Name
2016,Fall,GS,101,0,27,5,3,7,5,9,6,1,1,2,0,7,1,"O'Brien, Nicole P",2.86,B,0.88,O'Brien
2016,Fall,GS,101,7,41,8,4,6,4,1,7,3,3,2,1,5,0,"Kotowski, Jennifer",3.17,A,0.93,Kotowski
2016,Fall,GS,101,28,3,2,1,0,2,3,2,1,1,0,0,2,0,"Ewing, Caroline A",3.42,A+,0.77,Ewing
2016,Fall,GS,101,18,41,9,8,4,2,1,2,0,2,1,0,6,0,"Farr, Teresa J",3.44,A,0.66,Farr
2016,Fall,GWS,100,0,3,15,13,16,8,5,10,3,0,1,3,1,0,"Cassinelli, Silas M",2.81,B,0.79,Cassinelli
2016,Fall,HDFS,101,6,11,9,4,3,3,1,1,0,0,0,0,0,0,"Anderson, Barbara R",3.57,A-,0.53,Anderson
2016,Fall,HDFS,105,39,36,11,7,4,0,0,0,0,0,0,0,0,0,"Coba-Rodriguez, Sarai E",3.87,A,0.26,Coba-Rodriguez
2016,Fall,HIST,100,12,20,5,3,4,0,1,2,0,0,1,0,1,0,"Rogaar, Eva",3.59,A,0.64,Rogaar
2016,Fall,HIST,100,9,16,8,3,3,0,3,1,0,0,1,0,1,0,"Harbaugh, Anna A",3.52,A,0.66,Harbaugh
2016,Fall,HIST,100,4,25,3,4,8,3,0,1,1,0,0,0,0,0,"Sanchez, Mark J",3.59,A,0.58,Sanchez
2016,Fall,HIST,100,12,33,8,2,3,1,0,7,0,1,3,0,0,0,"Rezende Da Silv, Thais",3.51,A,0.86,Rezende Da Silv
2016,Fall,HIST,100,15,11,2,3,8,0,0,3,1,0,0,0,1,1,"Keniston, William",3.48,A,0.65,Keniston
2016,Fall,HIST,102,2,4,4,5,3,2,1,0,0,0,0,0,0,0,"Duncan, Leanna D",3.43,B+,0.5,Duncan
2016,Fall,HIST,120,0,1,1,2,7,1,2,2,2,0,0,0,3,0,"McSweeney, Forrest C",2.38,B,0.7,McSweeney
2016,Fall,HIST,141,1,5,7,4,4,1,1,1,0,0,0,0,0,0,"Adamo, Elizabeth L",3.42,A-,0.54,Adamo
2016,Fall,HIST,141,5,7,5,11,12,2,0,0,0,0,0,0,2,0,"Huang, Jun",3.28,B+,0.44,Huang
2016,Fall,HIST,141,9,10,10,7,4,0,0,1,1,0,1,1,1,0,"Anderson, Christopher",3.41,A-,0.77,Anderson
2016,Fall,HIST,142,22,17,13,5,3,2,0,2,1,0,1,0,1,0,"Bamberger, Benjamin D",3.6,A,0.61,Bamberger
2016,Fall,HIST,172,0,11,4,2,4,0,0,0,0,1,0,0,1,0,"Hagedorn, Olivia M",3.42,A-,0.63,Hagedorn
2016,Fall,HIST,252,0,10,17,6,2,3,2,1,0,1,0,0,1,0,"Allen, Ryan",3.36,A-,0.6,Allen
2016,Fall,HORT,105,26,22,16,16,19,4,5,3,2,1,5,2,3,0,"Norton, Margaret A",3.23,A-,0.85,Norton
2016,Fall,HORT,107,0,55,2,24,27,0,0,3,0,0,0,0,0,0,"Noland, Dianne A",3.55,A-,0.5,Noland
2016,Fall,IB,105,53,93,69,35,49,17,14,13,10,7,3,11,22,4,"Punyasena, Surangi W",3.13,A-,0.85,Punyasena
2016,Fall,IB,360,0,94,0,4,76,0,8,12,0,0,0,0,0,0,"Sears, Karen",3.4,B+,0.64,Sears
2016,Fall,IE,300,6,7,4,11,8,8,4,3,1,0,2,0,1,0,"Sowers, Richard B",3.05,B+,0.75,Sowers
2016,Fall,IE,300,1,9,5,4,3,6,2,3,2,1,1,1,1,0,"King, Douglas M",2.92,B,0.92,King
2016,Fall,IE,410,3,22,0,11,9,1,8,2,0,0,5,0,11,0,"Jacobson, Sheldon H",2.69,B+,0.95,Jacobson
2016,Fall,IS,490,8,7,3,1,1,0,0,0,0,0,0,0,2,0,"Trainor, Kevin",3.52,A,0.42,Trainor
2016,Fall,IS,490,13,9,8,0,1,3,0,0,0,0,0,0,0,0,"Stodden, Victoria",3.78,A,0.4,Stodden
2016,Fall,IS,501,0,39,5,1,0,0,0,0,0,0,0,0,0,0,"Smith, Linda C",3.95,A,0.14,Smith
2016,Fall,IS,501,0,21,0,0,0,0,0,1,0,0,0,0,0,0,"Dubin, David S",3.91,A,0.42,Dubin
2016,Fall,IS,504,0,25,0,0,0,1,0,0,0,0,0,0,0,0,"Holba Puacz, Jeanne T",3.95,A,0.26,Holba Puacz
2016,Fall,IS,506,5,38,5,1,1,0,0,0,0,0,0,0,0,0,"Tilley, Carol L",3.93,A,0.19,Tilley
2016,Fall,IS,581,2,19,2,1,0,0,0,0,0,0,0,0,0,0,"Salrin, Melissa M",3.94,A,0.16,Salrin
2016,Fall,JAPN,201,4,7,3,1,1,1,0,0,1,0,1,1,1,0,"Iida, Kazuaki",3.21,A,1.01,Iida
2016,Fall,JOUR,200,13,36,47,37,30,28,10,5,5,4,1,1,8,0,"Follis, Jennifer E",3.13,B+,0.69,Follis
2016,Fall,KIN,100,0,22,0,0,3,0,0,1,0,0,1,0,0,0,"Amjod, Raja M",3.7,A,0.71,Amjod
2016,Fall,KIN,101,0,19,0,0,4,0,0,1,0,0,0,0,0,0,"Amjod, Raja M",3.75,A,0.52,Amjod
2016,Fall,KIN,102,0,29,0,0,0,2,0,0,0,0,0,0,0,0,"Chung, Hyondo",3.91,A,0.33,Chung
2016,Fall,KIN,104,0,516,0,0,56,0,0,30,0,0,7,0,1,4,"Clarke, Caitlin L",3.77,A,0.58,Clarke
2016,Fall,KIN,109,0,27,0,0,0,0,0,2,0,0,0,0,0,0,"Chung, Hyondo",3.86,A,0.51,Chung
2016,Fall,KIN,109,0,22,0,0,3,0,0,2,0,0,0,0,0,0,"Amjod, Raja M",3.74,A,0.58,Amjod
2016,Fall,KIN,122,343,90,125,52,33,12,6,6,3,1,0,0,22,2,"Kinnett-Hopkins, Dominiqu",3.65,A,0.43,Kinnett-Hopkins
2016,Fall,KIN,122,4,25,0,20,21,0,2,13,0,2,3,0,2,0,"Wilund, Kenneth",3.06,B+,0.82,Wilund
2016,Fall,KIN,130,14,22,9,7,0,0,0,0,0,0,0,0,1,0,"Hua, Andrew K",3.78,A,0.25,Hua
2016,Fall,KIN,247,1,427,26,13,39,9,7,16,4,1,4,5,28,2,"Cohen, Jason D",3.54,A,0.65,Cohen
2016,Fall,KIN,249,104,191,95,72,73,38,30,26,8,10,7,8,22,4,"Littlefield, Melissa M",3.29,A-,0.77,Littlefield
2016,Fall,LAS,101,592,597,189,81,152,54,25,46,13,6,24,7,25,7,"Soranso, Murillo S",3.6,A,0.65,Soranso
2016,Fall,LAW,601,2,7,21,15,23,15,6,0,1,0,0,0,0,0,"Tabb, Charles J",3.2,B+,0.5,Tabb
2016,Fall,LAW,602,2,11,6,43,18,5,3,5,1,1,0,0,0,0,"Ross, Richard J",3.21,B+,0.54,Ross
2016,Fall,LAW,603,1,10,8,20,34,10,7,1,0,1,0,0,0,0,"Wexler, Lesley M",3.13,B,0.5,Wexler
2016,Fall,LAW,604,0,6,6,23,11,1,4,1,0,0,0,0,1,0,"Ross, Jacqueline E",3.2,B+,0.45,Ross
2016,Fall,LAW,607,1,11,5,6,2,2,1,2,0,0,0,0,0,0,"Kordik, Ellen R",3.47,A-,0.61,Kordik
2016,Fall,LAW,607,1,3,2,16,2,3,0,2,0,0,0,0,0,0,"Winship, Verity",3.26,B+,0.49,Winship
2016,Fall,LAW,609,1,3,1,7,7,2,1,1,0,0,0,0,0,0,"LaGory, Dennis",3.2,B+,0.51,LaGory
2016,Fall,LAW,609,0,2,4,8,5,1,2,1,0,0,0,0,0,0,"Schulte, Aylon",3.2,B+,0.5,Schulte
2016,Fall,LAW,609,2,3,1,8,7,2,0,2,0,0,0,0,0,0,"Alam, Rummana",3.23,B+,0.54,Alam
2016,Fall,LAW,609,1,2,3,7,6,4,0,1,0,0,0,0,0,0,"Moritz, Shannon M",3.21,B+,0.48,Moritz
2016,Fall,LAW,627,1,5,5,24,12,1,2,4,1,0,0,0,0,0,"Healey, Paul D",3.19,B+,0.53,Healey
2016,Fall,LAW,627,1,2,3,12,5,2,3,0,1,0,0,0,0,0,"Jones, Faye",3.17,B+,0.53,Jones
2016,Fall,LAW,627,0,7,7,8,8,9,5,4,3,3,0,0,0,0,"Simmons, Heather J",2.91,B,0.76,Simmons
2016,Fall,LAW,633,2,6,11,6,8,0,3,0,0,0,0,0,0,0,"Sharpe, Nicola F",3.43,A-,0.48,Sharpe
2016,Fall,LAW,633,0,9,40,52,14,8,0,0,0,0,0,0,0,0,"Aviram, Amitai",3.41,B+,0.32,Aviram
2016,Fall,LAW,792,1,7,5,14,8,3,0,0,0,0,0,0,0,0,"Healey, Paul D",3.39,B+,0.4,Healey
2016,Fall,LAW,792,1,14,13,1,0,0,0,0,0,0,0,0,0,0,"White, B J",3.83,A,0.19,White
2016,Fall,LAW,792,2,8,7,2,7,4,2,0,0,0,0,0,0,0,"Gorman, Jerry",3.4,A-,0.55,Gorman
2016,Fall,LAW,792,0,8,1,12,11,1,0,0,0,0,0,0,0,0,"Lash, Kurt T",3.37,B+,0.4,Lash
2016,Fall,LER,100,1,6,1,1,4,0,1,1,0,0,0,0,7,1,"Labarbera-Twaro, Emily",2.33,B,1.05,Labarbera-Twaro
2016,Fall,LER,100,0,4,3,1,5,1,2,4,1,0,0,0,2,0,"Ashby, Steven",2.71,B,0.77,Ashby
2016,Fall,LER,100,0,3,4,1,3,1,1,1,3,0,0,2,6,0,"Arnold, Dexter P",2.09,C+,1.09,Arnold
2016,Fall,LER,100,0,2,1,2,3,1,1,3,2,0,1,1,10,0,"Stewart, Beverly L",1.61,C-,1.07,Stewart
2016,Fall,LER,110,0,4,2,0,0,2,1,2,1,0,1,4,8,0,"Ashby, Steven",1.61,D,1.24,Ashby
2016,Fall,LER,110,0,2,2,1,3,3,3,1,3,0,0,0,11,2,"Schiavone, Michael",1.71,C,1.01,Schiavone
2016,Fall,LER,120,1,4,3,1,3,2,1,1,0,1,0,0,4,0,"Bybee, Roger",2.59,B,0.89,Bybee
2016,Fall,LER,590,10,20,12,3,1,0,0,0,0,0,0,0,0,0,"Merkin, Steven",3.85,A,0.24,Merkin
2016,Fall,LER,590,0,27,0,0,1,0,0,0,0,0,0,0,0,0,"Martocchio, Joseph J",3.96,A,0.19,Martocchio
2016,Fall,LER,590,0,9,6,12,2,0,0,0,0,0,0,0,0,0,"Jung, Ji Wook",3.59,A-,0.32,Jung
2016,Fall,LER,590,0,9,3,8,15,3,0,0,0,0,0,0,0,0,"Weaver, Andrew",3.33,B+,0.44,Weaver
2016,Fall,LER,590,0,9,10,4,1,0,0,0,0,0,0,0,0,0,"Chen, Ying",3.71,A-,0.28,Chen
2016,Fall,LER,590,6,11,7,1,1,0,0,0,0,0,0,0,0,0,"Park, YoungAh",3.85,A,0.25,Park
2016,Fall,LER,591,2,11,5,3,1,0,0,0,0,0,0,0,0,0,"Kramer, Amit",3.79,A,0.29,Kramer
2016,Fall,LER,591,0,43,36,6,1,0,0,0,0,0,0,0,0,0,"Cardador, Maria T",3.8,A,0.22,Cardador
2016,Fall,LER,593,32,15,9,7,6,3,3,1,0,0,0,0,0,0,"Newman, Daniel A",3.68,A,0.51,Newman
2016,Fall,LING,100,0,5,8,5,4,5,1,5,0,0,1,0,0,0,"Weissman, Benjamin P",3.08,B+,0.75,Weissman
2016,Fall,LING,100,1,8,12,9,8,5,7,1,1,0,0,1,1,0,"Goldshtein, Maria",3.11,B+,0.69,Goldshtein
2016,Fall,LING,100,3,6,18,10,8,7,2,1,3,0,0,0,0,0,"Kimball, Amelia E",3.27,B+,0.61,Kimball
2016,Fall,LLS,100,11,13,11,8,9,1,1,2,4,0,0,0,0,0,"Madarieta, Ethan",3.43,A-,0.69,Madarieta
2016,Fall,MACS,100,12,35,19,14,12,3,0,1,0,0,0,0,0,0,"Metzger, Megan M",3.65,A-,0.43,Metzger
2016,Fall,MACS,100,6,24,17,14,19,5,5,1,1,1,0,0,0,0,"Peng, Anqi",3.4,A-,0.59,Peng
2016,Fall,MACS,100,6,18,14,19,18,5,2,3,1,1,0,0,0,0,"Ross, David W",3.35,B+,0.59,Ross
2016,Fall,MACS,100,8,14,11,10,11,1,0,0,0,1,0,0,0,0,"McSwain, Megan",3.55,A-,0.5,McSwain
2016,Fall,MACS,100,6,28,13,24,5,5,4,3,0,0,0,0,0,0,"Strain, Gary T",3.49,A-,0.55,Strain
2016,Fall,MACS,100,9,7,1,3,2,2,0,2,0,0,0,0,0,0,"Ciafone, Amanda M",3.58,A,0.63,Ciafone
2016,Fall,MACS,100,10,17,14,9,5,3,0,1,0,0,0,0,0,0,"Faust, Ted R",3.63,A-,0.45,Faust
2016,Fall,MACS,101,7,33,3,1,3,2,0,2,1,0,0,0,0,0,"Robinson, Jessica L",3.74,A,0.57,Robinson
2016,Fall,MACS,101,6,20,8,3,4,2,2,2,0,0,0,0,0,0,"Kristensen, Morten Stinus",3.6,A,0.58,Kristensen
2016,Fall,MACS,101,16,17,11,2,2,0,0,0,0,0,1,0,2,0,"Prieto Nanez, Fabian M",3.65,A,0.49,Prieto Nanez
2016,Fall,MACS,101,14,24,4,1,1,3,1,0,1,0,0,2,1,0,"Ahn, Sungyong",3.58,A,0.78,Ahn
2016,Fall,MATH,103,1,27,4,5,28,0,2,14,0,0,5,0,4,0,"Hoffmeister, April M",2.94,B,0.86,Hoffmeister
2016,Fall,MATH,112,11,38,42,44,38,36,34,28,17,8,8,9,24,5,"Reddy, Alison",2.66,B,0.88,Reddy
2016,Fall,MATH,115,5,11,8,18,12,15,18,14,14,10,11,3,17,1,"Sisneros-Thiry, Simone C",2.24,C+,0.93,Sisneros-Thiry
2016,Fall,MATH,115,6,17,39,36,41,46,36,33,25,14,13,13,28,4,"McNeilly, Jennifer R",2.4,B-,0.88,McNeilly
2016,Fall,MATH,124,2,3,5,8,9,7,7,1,2,2,0,1,4,0,"Romney, Matthew D",2.66,B,0.76,Romney
2016,Fall,MATH,124,0,5,5,4,9,4,6,6,2,1,1,1,0,0,"Wolbert, Seth P",2.77,B,0.83,Wolbert
2016,Fall,MATH,124,6,8,10,6,7,3,3,2,1,1,3,0,2,1,"Longfield, Stephen J",3.05,B+,0.86,Longfield
2016,Fall,MATH,125,13,54,60,63,76,55,40,41,20,13,12,2,18,1,"Folwaczny, Lena C",2.81,B,0.8,Folwaczny
2016,Fall,MATH,125,2,14,26,27,21,22,18,15,15,7,6,5,8,2,"Muncaster, Robert G",2.62,B-,0.88,Muncaster
2016,Fall,MATH,181,4,5,6,0,3,2,0,0,0,0,2,1,0,0,"Malik, Amita",3.26,A-,1.02,Malik
2016,Fall,MATH,199,0,31,2,3,4,0,2,1,0,0,0,0,2,0,"Loeb, Sarah J",3.56,A,0.54,Loeb
2016,Fall,MATH,199,0,20,1,2,1,0,0,0,0,0,0,0,0,0,"Lanius, Melinda D",3.89,A,0.27,Lanius
2016,Fall,MATH,213,4,10,3,7,3,2,2,1,1,1,0,0,1,0,"Xiao, Ming",3.27,B+,0.73,Xiao
2016,Fall,MATH,213,1,15,10,6,5,2,2,4,2,0,3,0,1,0,"Ivanov, Sergei V",3.14,A-,0.89,Ivanov
2016,Fall,MATH,220,6,1,3,0,3,3,0,1,1,3,1,0,2,0,"Yager, Derrek J",2.7,B,1.02,Yager
2016,Fall,MATH,220,49,101,32,29,117,30,31,85,27,20,39,12,81,6,"Murphy, Robert F",2.46,B,0.99,Murphy
2016,Fall,MATH,221,12,66,83,54,118,43,30,53,9,7,18,9,22,2,"Anema, Jason A",2.84,B,0.82,Anema
2016,Fall,MATH,221,8,29,44,34,72,34,22,42,15,4,17,2,12,1,"Guzman, Rosemary K",2.73,B,0.82,Guzman
2016,Fall,MATH,225,18,38,0,25,66,0,28,56,0,0,35,0,7,1,"Bradlow, Steven B",2.63,B,0.95,Bradlow
2016,Fall,MATH,231,24,25,27,33,39,33,34,31,29,17,16,10,22,8,"Duursma, Iwan M",2.49,B-,0.94,Duursma
2016,Fall,MATH,231,19,68,51,81,88,44,35,23,16,11,11,0,8,1,"DeVille, Robert E",3.0,B,0.76,DeVille
2016,Fall,MATH,241,14,22,10,4,7,0,1,4,2,0,1,0,1,0,"Miller, Alexander R",3.48,A,0.72,Miller
2016,Fall,MATH,241,4,18,27,20,22,11,29,22,9,4,2,1,1,2,"Whittlesey, Kim",2.84,B,0.8,Whittlesey
2016,Fall,MATH,241,10,51,63,56,77,68,45,39,21,12,11,7,11,0,"Pascaleff, James",2.81,B,0.81,Pascaleff
2016,Fall,MATH,241,15,11,6,10,5,2,2,3,1,1,2,1,2,0,"Oikhberg, Timur",3.21,A-,0.87,Oikhberg
2016,Fall,MATH,241,16,41,63,61,67,62,41,26,28,14,4,4,18,4,"Tolman, Susan",2.81,B,0.78,Tolman
2016,Fall,MATH,241,37,51,73,76,49,58,35,48,27,16,6,5,8,3,"Dunfield, Nathan M",2.92,B,0.84,Dunfield
2016,Fall,MATH,285,4,157,0,66,68,30,23,19,15,17,10,1,16,2,"Manfroi, Aldo J",3.05,B+,0.86,Manfroi
2016,Fall,MATH,286,19,42,38,31,33,27,19,10,14,12,7,10,16,3,"Berwick Evans, Daniel",2.79,B,0.95,Berwick Evans
2016,Fall,MATH,299,19,68,51,81,88,44,35,23,16,11,11,0,8,1,"DeVille, Robert E",3.0,B,0.76,DeVille
2016,Fall,MATH,347,2,2,1,5,3,1,1,3,2,2,0,1,2,0,"Kim, Sun",2.52,B,0.95,Kim
2016,Fall,MATH,347,4,9,11,12,5,4,4,2,0,2,0,0,0,1,"Kutzarova-Ford, Denka N",3.28,B+,0.68,Kutzarova-Ford
2016,Fall,MATH,347,2,5,7,2,7,7,5,4,2,0,2,1,2,0,"Heller, Jeremiah B",2.73,B,0.86,Heller
2016,Fall,MATH,413,23,17,11,6,6,8,10,6,6,1,0,5,3,0,"Yong, Alexander N",3.04,A-,0.97,Yong
2016,Fall,MATH,415,16,82,59,34,73,35,34,26,10,13,12,0,6,4,"Hieronymi, Philipp C",3.03,B,0.83,Hieronymi
2016,Fall,MATH,415,24,80,52,56,57,36,30,33,16,11,17,0,7,2,"Contreras Palac, Ivan G",2.99,B+,0.86,Contreras Palac
2016,Fall,MATH,416,4,3,2,1,6,0,0,5,0,0,4,0,1,0,"Borman, Matthew S",2.72,B,1.05,Borman
2016,Fall,MATH,416,10,8,5,4,3,5,2,5,5,2,2,3,4,0,"Kerman, Ely",2.68,B,1.08,Kerman
2016,Fall,MATH,417,1,7,3,2,1,0,1,1,1,0,3,0,3,1,"Dutta, Sankar P",2.68,B+,1.1,Dutta
2016,Fall,MATH,417,12,9,6,7,3,4,2,5,2,0,1,1,1,0,"Tramel, Rebecca",3.18,A-,0.88,Tramel
2016,Fall,MATH,444,0,13,1,6,2,2,0,3,1,0,0,0,0,1,"Li, Xiaochun",3.38,A-,0.73,Li
2016,Fall,MATH,444,0,20,0,0,5,0,0,0,0,0,0,1,0,0,"Hinkkanen, Aimo H",3.68,A,0.72,Hinkkanen
2016,Fall,MATH,447,1,5,2,4,8,0,0,1,0,0,1,0,1,0,"Lerman, Eugene M",3.12,B+,0.7,Lerman
2016,Fall,MATH,453,3,10,4,2,6,0,2,1,0,0,0,0,0,0,"Zaharescu, Alexandru",3.5,A-,0.59,Zaharescu
2016,Fall,MATH,461,9,11,7,6,14,3,7,5,3,3,1,2,2,0,"Hirani, Anil N",2.92,B,0.92,Hirani
2016,Fall,MATH,461,8,2,2,3,7,5,1,4,0,1,0,1,1,0,"Martinez Robles, Jaime Ni",2.97,B,0.84,Martinez Robles
2016,Fall,MATH,471,15,15,17,12,12,11,7,4,5,3,4,3,3,1,"Li, Shu",2.98,B+,0.94,Li
2016,Fall,MATH,476,3,8,7,9,5,8,2,4,5,1,2,0,2,2,"Li, Shu",2.86,B,0.86,Li
2016,Fall,MATH,482,8,20,11,3,3,2,0,1,1,1,1,1,0,1,"Molla, Theodore",3.53,A,0.81,Molla
2016,Fall,MBA,501,0,7,13,11,8,4,1,2,0,0,0,0,0,0,"Loewenstein, Jeffrey",3.33,B+,0.51,Loewenstein
2016,Fall,MBA,501,0,22,20,4,1,0,0,0,0,0,0,0,0,0,"Vazquez, Jose J",3.78,A-,0.24,Vazquez
2016,Fall,MBA,501,2,6,16,10,11,2,0,0,0,0,0,0,0,0,"Kwon, Hyok-Jon D",3.45,A-,0.38,Kwon
2016,Fall,MBA,501,4,16,20,5,2,0,0,0,0,0,0,0,0,0,"Noel, Hayden N",3.75,A-,0.27,Noel
2016,Fall,MBA,502,0,18,12,8,7,0,0,2,0,0,0,0,0,0,"Bednar, Michael K",3.57,A-,0.49,Bednar
2016,Fall,MBA,502,0,9,7,14,13,3,1,0,0,0,0,0,0,0,"Anand, Gopesh J",3.35,B+,0.43,Anand
2016,Fall,MBA,502,4,21,17,5,0,0,0,0,0,0,0,0,0,0,"Noel, Hayden N",3.81,A,0.23,Noel
2016,Fall,MCB,150,17,28,24,37,38,44,37,27,26,12,2,4,8,1,"Reedy, Melissa M",2.72,B-,0.82,Reedy
2016,Fall,MCB,245,15,11,31,36,46,81,55,42,60,28,34,28,42,8,"Swigart, James P",2.15,C+,0.89,Swigart
2016,Fall,MCB,250,16,20,24,23,26,13,17,6,12,4,6,1,8,0,"Kirchner, Nicholas C",2.87,B,0.86,Kirchner
2016,Fall,MCB,251,50,67,47,23,9,1,3,0,0,1,0,0,2,1,"Kirchner, Nicholas C",3.72,A,0.38,Kirchner
2016,Fall,MCB,301,1,13,18,27,20,11,10,7,4,1,0,1,0,1,"Alt, Renee L",3.07,B+,0.68,Alt
2016,Fall,MCB,354,7,9,7,7,10,11,13,7,5,5,3,1,1,0,"Stenger, Alejandra L",2.74,B-,0.9,Stenger
2016,Fall,ME,199,23,139,2,0,1,0,0,4,0,0,0,0,0,0,"Philpott, Michael L",3.94,A,0.31,Philpott
2016,Fall,ME,300,8,4,11,21,21,10,4,5,2,1,0,1,1,1,"Hutchens, Shelby",3.06,B,0.65,Hutchens
2016,Fall,ME,310,4,10,5,5,6,8,8,9,3,0,0,0,0,0,"Pantano-Rubino, Carlos A",2.97,B,0.78,Pantano-Rubino
2016,Fall,ME,320,1,8,0,0,26,0,0,14,2,0,0,0,0,1,"Jacobi, Anthony M",2.85,B,0.71,Jacobi
2016,Fall,ME,330,27,44,13,13,4,0,0,0,0,1,0,0,0,0,"Downing, Stephen D",3.81,A,0.38,Downing
2016,Fall,ME,340,8,15,13,5,4,5,0,0,2,0,0,0,0,1,"LaViers Minnick, Amy E",3.56,A-,0.58,LaViers Minnick
2016,Fall,ME,360,1,1,10,9,7,7,1,0,1,0,0,0,0,0,"Bentsman, Joseph",3.2,B+,0.49,Bentsman
2016,Fall,ME,360,5,26,14,5,5,1,1,1,0,0,0,0,0,0,"Toussaint, Kimani C",3.69,A,0.45,Toussaint
2016,Fall,ME,371,1,16,20,11,7,1,0,0,0,0,0,0,1,0,"Kim, Seok",3.54,A-,0.36,Kim
2016,Fall,MUS,133,105,100,123,30,17,16,8,6,6,2,2,0,8,3,"Deja, Richard M",3.57,A-,0.56,Deja
2016,Fall,NPRE,201,0,61,21,14,4,7,3,1,1,0,0,0,3,2,"Stubbins, James F",3.56,A,0.51,Stubbins
2016,Fall,NRES,102,30,57,63,59,33,39,14,9,14,3,5,2,15,2,"Ugarte, Carmen M",3.1,B+,0.75,Ugarte
2016,Fall,NRES,454,6,7,5,3,2,0,0,1,0,0,0,0,0,0,"Allan, Kingsley M",3.68,A,0.48,Allan
2016,Fall,PHIL,100,0,2,4,4,3,7,1,1,0,0,0,0,0,0,"Rokosz, Steven D",3.09,B,0.53,Rokosz
2016,Fall,PHIL,101,0,18,16,21,15,6,5,3,2,3,2,1,3,0,"Ben Moshe, Nir",3.05,B+,0.78,Ben Moshe
2016,Fall,PHIL,101,1,11,11,11,8,3,1,1,0,0,0,0,1,0,"Keller, James",3.36,B+,0.49,Keller
2016,Fall,PHIL,102,14,9,8,3,4,4,2,0,1,0,0,1,1,0,"Ross, Ryan D",3.43,A-,0.72,Ross
2016,Fall,PHIL,102,0,14,19,2,4,3,4,1,0,0,0,2,1,0,"Edwards, Adam D",3.3,A-,0.78,Edwards
2016,Fall,PHYS,100,19,52,36,63,131,34,14,23,16,10,4,2,0,2,"Lundsgaard, Morten",3.05,B,0.72,Lundsgaard
2016,Fall,PHYS,101,34,49,33,38,36,38,34,34,24,18,11,15,4,3,"Mestre, Jose",2.78,B,0.99,Mestre
2016,Fall,PHYS,102,16,15,20,12,27,15,13,24,24,10,7,12,4,1,"Kuehn, Seppe",2.54,B-,1.01,Kuehn
2016,Fall,PHYS,211,174,134,69,80,55,46,42,47,37,30,26,40,13,5,"Selen, Mats A",3.01,B+,1.06,Selen
2016,Fall,PHYS,212,61,78,50,61,62,74,54,45,43,23,11,12,9,1,"Grosse Perdekam, Matthias",2.85,B,0.92,Grosse Perdekam
2016,Fall,PHYS,212,72,74,55,36,40,46,42,49,29,25,15,22,11,4,"Hooberman, Benjamin",2.82,B,1.03,Hooberman
2016,Fall,PHYS,213,59,64,40,64,69,60,24,29,20,20,9,11,16,0,"Gadway, Bryce",2.91,B,0.89,Gadway
2016,Fall,PHYS,214,51,61,48,70,81,48,30,47,17,13,10,4,5,5,"Gadway, Bryce",2.99,B,0.83,Gadway
2016,Fall,PS,100,1,10,3,2,7,1,0,1,0,0,0,0,0,0,"Lassi, Thomas L",3.49,A-,0.55,Lassi
2016,Fall,PS,100,3,18,10,17,16,6,3,2,4,0,0,0,2,0,"Kourtikakis, Konstantinos",3.2,B+,0.64,Kourtikakis
2016,Fall,PS,100,0,11,5,1,3,1,0,0,0,0,0,0,0,0,"Evans, Jillian E",3.68,A,0.42,Evans
2016,Fall,PS,101,0,0,5,6,6,5,12,14,5,3,3,3,7,1,"Selin, Jennifer L",2.07,C,0.78,Selin
2016,Fall,PS,101,0,44,15,6,4,0,0,1,0,1,0,0,1,1,"Uhall, Michael B",3.7,A,0.46,Uhall
2016,Fall,PS,241,0,15,11,5,4,2,3,2,2,1,1,1,10,1,"Morelock, Jessica L",2.66,B+,0.96,Morelock
2016,Fall,PS,280,13,40,16,6,3,1,3,0,0,0,0,0,1,0,"Nagashima, Daniel",3.73,A,0.4,Nagashima
2016,Fall,PS,280,7,7,7,9,12,7,6,7,7,0,8,0,4,0,"Chaudoin, Robert S",2.64,B,0.93,Chaudoin
2016,Fall,PSYC,100,72,122,105,183,197,122,89,81,59,51,23,10,36,3,"Travis, Lisa L",2.83,B,0.83,Travis
2016,Fall,PSYC,100,0,98,0,0,75,0,0,73,0,0,2,0,13,2,"Srull, Thomas K",2.93,B,0.84,Srull
2016,Fall,PSYC,201,57,60,40,51,66,47,34,40,14,9,9,7,16,2,"Albarracin, Dolores",2.93,B,0.85,Albarracin
2016,Fall,PSYC,238,25,147,56,41,40,11,6,3,1,2,2,3,7,0,"Lyubansky, Mikhail",3.51,A,0.61,Lyubansky
2016,Fall,PSYC,336,2,5,8,5,1,2,0,1,0,0,0,0,0,0,"Hunter, Carla D",3.51,A-,0.5,Hunter
2016,Fall,PSYC,336,0,7,8,4,8,2,1,0,1,0,0,0,0,0,"Cohen, Joseph R",3.36,B+,0.55,Cohen
2016,Fall,RHET,233,4,4,6,4,2,0,1,1,0,0,0,1,0,0,"Shelledy, Maggie J",3.41,A-,0.79,Shelledy
2016,Fall,RLST,104,0,9,6,8,11,5,3,1,0,1,0,0,0,1,"Averkamp, Courtney A",3.21,B+,0.61,Averkamp
2016,Fall,RLST,104,0,6,5,4,2,1,2,1,1,1,1,0,0,0,"Guragain, Mamata",3.12,B+,0.89,Guragain
