Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
GS,101,26,38,5,5,0,2,0,0,2,0,0,0,3,0,"Orozco Villican, Moises"
GS,101,0,26,8,0,1,0,1,2,0,1,0,1,0,0,"Cupps-Miller, Heather A"
GS,101,0,33,6,1,1,0,1,0,1,0,0,1,2,0,"Winterbotham, Lauren E"
GS,101,14,26,8,4,5,2,2,4,2,0,1,0,1,0,"Herrera, Holly N"
GS,101,0,24,3,3,6,2,1,1,0,0,0,1,4,0,"Minnett, Jarijion"
GS,101,30,66,20,12,9,7,5,1,0,0,2,0,2,0,"Shumway, Trent A"
GS,101,0,114,6,12,12,4,0,4,0,0,0,0,6,0,"Kalchik, Stephanie A"
GS,101,45,211,32,7,16,6,8,4,2,0,1,1,5,2,"Turner, Daniel J"
GS,101,125,78,36,9,11,11,5,1,5,4,1,2,11,0,"Morley, Amanda R"
GS,101,194,175,12,5,6,7,3,5,0,0,2,1,2,0,"Gardiner, Sarah A"
GS,101,15,13,6,1,0,0,1,0,2,0,1,0,1,0,"Heumann, Micah D"
GS,101,49,218,35,28,16,7,7,7,4,4,4,7,7,1,"Jamal, Malcolm A"
GS,101,0,53,8,3,5,2,4,3,2,0,1,0,3,0,"Thoss, Corey"
GS,101,22,35,14,13,7,7,5,2,0,0,1,1,1,1,"Rodriguez, Saturnino H"
GS,101,0,14,1,2,2,3,1,3,3,0,0,0,1,0,"Thomas-Ward, Jamie M"
GS,101,3,16,6,1,8,2,0,2,2,0,0,1,0,0,"King, Tanisha T"
GS,101,28,111,24,4,21,3,2,9,2,0,0,1,6,0,"Powers, Kimberly"
GS,101,1,138,5,6,5,5,1,3,1,0,0,1,7,1,"Cox, Rodger S"
GS,101,31,42,11,8,10,9,11,9,1,3,2,1,11,1,"O'Brien, Nicole P"
GS,101,0,32,2,1,1,0,0,2,0,0,1,0,0,0,"Halfman, Kelli A"
GS,101,0,87,8,4,3,4,3,1,1,0,1,0,4,1,"Blanco, Suzanne M"
GS,101,53,172,56,41,29,13,5,7,1,4,7,9,12,0,"Farr, Teresa J"
GS,101,0,73,3,1,0,1,0,2,2,1,2,1,2,1,"Fletcher, Heather R"
GS,101,0,98,14,3,7,5,1,3,2,0,1,1,1,2,"Beaty, Brianna L"
GS,101,0,111,13,5,6,8,3,1,2,0,0,0,4,1,"Talbott, Katelyn R"
GS,101,0,55,3,0,0,0,0,1,0,0,0,0,2,0,"Bailey, Jason M"
GS,101,49,18,10,3,7,6,0,0,2,0,0,0,4,0,"Shattuck, Dustin R"
GS,101,13,17,8,0,6,9,0,0,2,0,3,0,1,0,"Singleton, Jasmine N"
GS,101,0,69,4,1,2,3,2,0,0,0,0,0,1,0,"Chlebanowski, Rachel L"
GS,101,4,155,41,38,14,9,5,5,4,0,2,0,8,0,"Parrott, Julian D"
GS,101,60,15,5,5,1,4,4,1,0,0,1,0,2,1,"Williams, Nashea N"
GS,101,85,124,27,37,21,12,12,8,2,5,3,1,3,0,"Mulvaney, Carrie A"
GS,101,0,64,11,10,8,8,8,4,7,1,2,2,22,0,"Robertson, Prince"
GS,101,0,65,5,2,0,2,1,4,1,0,0,0,5,0,"Bear, Jodi L"
GS,101,62,380,150,130,196,71,41,93,37,16,23,17,67,3,"Myers, Michael D"
GS,101,0,70,4,2,2,3,3,2,0,0,0,0,0,0,"Readel, Karin E"
GS,101,0,23,3,1,4,2,0,2,2,0,0,0,2,0,"Dorantes, Lizette"
GS,101,0,8,5,6,10,5,3,5,0,1,1,1,0,0,"Boten, January A"
GS,101,4,20,8,1,3,5,1,0,0,1,1,0,1,0,"Sullivan, Erin"
GS,101,45,3,3,5,1,3,2,4,2,1,1,1,2,0,"Lewis, Leslie C"
GS,101,0,29,1,1,1,3,1,1,0,1,0,0,3,0,"Edwards, Linell D"
GS,101,0,41,3,0,0,0,1,0,0,0,0,0,0,0,"Harden, Brianna L"
GS,101,0,202,0,0,25,0,0,4,0,0,2,0,4,0,"Marshall, Keith A"
GS,101,3,14,11,12,8,3,9,2,7,3,4,2,4,0,"Glenn, Brittany J"
GS,101,148,292,68,36,24,19,10,14,9,5,6,5,19,0,"Kotowski, Jennifer"
GS,101,28,3,2,1,0,2,3,2,1,1,0,0,2,0,"Ewing, Caroline A"
GS,101,29,21,11,3,2,1,1,1,1,0,0,0,1,0,"Marshall, Tiara L"
GS,101,0,6,3,10,2,1,1,1,0,0,0,1,4,0,"Williams, Mark D"
GS,101,37,129,13,4,6,3,2,4,3,1,1,0,6,2,"Arnold, Jessica A"
GS,101,19,16,14,2,2,11,2,4,3,0,2,3,12,0,"Ellis, Michelle D"
GS,101,0,78,1,0,2,4,0,1,0,0,0,0,2,0,"Bjorkman, Veronica"
GS,101,0,142,4,3,4,2,0,1,1,0,0,0,4,0,"Leman, Clarissa R"
GS,101,155,28,20,1,10,5,3,10,4,2,4,2,6,1,"Gutwein, Calen A"
GS,101,0,32,2,1,1,0,0,0,0,2,0,0,3,0,"Carey, Amanda M"
GS,101,0,66,39,33,19,12,5,12,6,1,1,2,6,1,"Schwend, Lindsay M"
GS,101,2,8,4,2,3,1,0,0,2,0,0,0,1,0,"Gershenfeld, Susan"
GS,101,4,246,75,31,36,14,8,7,5,0,2,4,10,2,"Blazek, Karen K"
GS,101,0,483,66,18,26,13,7,3,6,1,5,0,3,0,"Armstrong, Christopher M"
GS,101,35,11,14,1,13,12,2,7,6,1,2,3,17,0,"Almanza, Daniel"
GS,101,0,34,1,1,0,1,0,0,0,0,1,0,2,0,"Graven, Laura J"
GS,101,0,114,15,7,12,0,3,2,0,0,0,0,0,0,"Masters, Michael D"
GS,101,0,18,6,3,3,3,3,0,0,1,0,0,2,0,"Faruque, Afroza S"
GS,101,0,20,3,5,2,1,1,2,1,0,0,0,3,0,"Kutz, Elaina D"
GS,101,63,16,17,5,7,8,4,7,6,3,1,2,9,0,"Singh, Gabriele N"
GS,101,1,102,36,8,6,1,1,2,0,2,0,0,4,1,"Barnard, Jovaughn K"
GS,101,4,31,8,7,5,3,6,2,1,1,0,1,4,0,"Gershenfeld, Susan C"
GS,101,51,168,14,10,15,3,3,4,2,1,2,1,5,0,"Heinold, Jennifer"
GS,101,104,249,47,33,17,19,9,8,6,5,7,1,9,0,"Watson, Sarah D"
GS,101,0,35,2,0,2,1,0,1,0,0,0,0,0,0,"Pokimica, Jelena"
GS,101,77,39,20,9,12,9,6,6,0,1,2,1,3,0,"Faulkner, Aric E"
GS,101,18,26,10,8,2,1,5,1,0,1,0,7,0,0,"Waranyuwat, Kulapan J"
GS,101,0,76,8,3,3,0,1,0,0,0,1,0,0,0,"Waranyuwat, Adva S"
GS,101,43,164,16,6,14,9,9,3,2,3,0,0,6,1,"Parrish, Michael L"
GS,101,0,78,1,0,0,1,0,1,0,0,0,0,2,0,"Mizell, David L"
GS,101,128,41,18,7,2,8,2,3,5,0,1,0,0,0,"McMillion, Desiree Y"
GS,101,66,17,14,6,8,10,7,2,5,0,2,1,7,0,"Robinson, Ariel B"
GS,101,28,360,34,16,19,5,2,12,3,2,5,0,15,0,"Tomasiewicz, Ryan"
GS,101,9,80,11,4,3,2,3,3,3,1,0,1,5,0,"Patterson, Katelyn"
GS,101,12,10,7,2,0,2,2,2,1,0,0,1,0,0,"Palac, Daniel E"
GS,102,0,1,2,5,5,4,1,0,1,1,0,2,3,0,"Faulkner, Aric E"
GS,102,0,34,1,2,4,1,0,0,0,0,0,0,0,0,"Beaty, Brianna L"
GS,102,14,13,8,9,7,4,4,3,3,5,1,2,4,0,"Singh, Gabriele N"
GS,102,0,40,5,1,5,1,1,1,0,0,1,2,7,0,"Williams, Melissa"
GS,102,0,34,4,0,1,0,0,0,0,0,1,0,1,0,"Moore, Eugene L"
GS,102,25,11,15,8,7,3,0,3,3,1,1,0,4,0,"Gutwein, Calen A"
GS,198,73,55,6,1,1,1,2,0,0,0,0,0,1,0,"Smothers, Sarah A"
GS,198,15,16,0,1,0,1,0,0,0,0,1,0,0,0,"Sandler, Chaya S"
GS,198,125,86,6,0,7,1,0,1,0,0,0,0,1,0,"Gardiner, Sarah A"
GS,199,0,58,5,1,2,1,1,3,1,0,1,3,10,0,"Holterman, Christopher J"
GS,199,0,31,2,1,1,0,0,0,0,0,0,0,0,0,"Sandler, Chaya S"
GS,199,1,58,4,1,3,1,0,0,0,0,0,0,1,0,"Flack, Corey J"
GWS,100,7,19,5,1,5,4,1,0,2,0,0,0,3,0,"Grogan, Erin E"
GWS,100,5,19,12,9,23,4,4,7,1,0,2,1,2,1,"Mobley, Alexandra M"
GWS,100,1,13,13,8,10,4,7,2,1,5,5,0,13,0,"Gargiulo, Megan E"
GWS,100,2,10,17,7,24,12,4,9,2,3,1,1,6,0,"Callier, Durell M"
GWS,100,0,27,3,0,1,0,0,0,0,0,0,0,0,0,"Mukherjee, Reshmi"
GWS,100,9,24,14,1,7,4,1,3,1,0,0,0,3,0,"Gonzalez, Angelica"
GWS,100,13,27,19,9,18,6,7,3,1,0,1,2,4,0,"Roig Mora, Arnau"
GWS,100,13,22,15,12,5,5,4,3,2,1,0,2,2,0,"Salerno, Michelle"
GWS,100,0,28,9,8,5,3,1,2,0,0,0,0,2,0,"Turkkan, Sevinc"
GWS,100,5,16,7,4,6,2,1,5,0,0,2,0,2,0,"Delanthamajalu, Shwetha"
GWS,100,0,23,18,22,24,12,5,8,8,5,6,2,5,2,"Stanfill, Melissa K"
GWS,100,6,10,5,4,7,3,2,4,2,0,0,1,7,0,"Ezkerra Vegas, Estibalitz"
GWS,100,0,34,26,11,11,0,2,2,1,0,1,0,1,0,"Dimock, Chase F"
GWS,100,2,14,9,9,6,2,1,1,0,0,0,0,3,0,"Egwuatu, Chibundo A"
GWS,100,1,18,19,23,16,7,1,1,1,0,0,0,2,0,"Hasinoff, Amy A"
GWS,100,5,53,16,6,11,2,1,1,0,0,1,1,0,0,"Malo, Gabriel R"
GWS,100,10,20,6,5,2,3,0,1,0,0,0,0,0,0,"Cano, Ariana A"
GWS,100,0,18,22,9,16,5,4,5,5,1,2,2,0,0,"Diaz-Kozlowski, Tanya"
GWS,100,5,38,17,7,14,4,0,6,0,0,1,0,6,0,"Adamo, Elizabeth L"
GWS,100,6,41,23,17,41,14,10,14,5,2,3,4,8,0,"Britzman, Kylee J"
GWS,100,2,23,3,2,7,5,0,1,0,1,0,0,3,0,"Ghanoui, Saniya L"
GWS,100,3,18,30,41,43,18,21,19,8,1,3,5,7,1,"Cassinelli, Silas M"
GWS,100,0,35,32,19,41,18,9,17,4,2,2,1,0,2,"Campbell, Peter O"
GWS,100,9,7,5,4,0,0,0,0,0,0,0,0,0,0,"Wilson, Meredith A"
GWS,100,0,55,37,41,55,53,26,24,18,4,4,7,12,2,"Klean Zwilling, Jillian M"
GWS,202,4,28,28,9,5,4,0,2,1,0,0,1,1,2,"Ruehlicke, Andrea"
GWS,202,0,13,20,12,19,1,0,1,0,0,3,2,4,1,"Henningsen, Kadin J"
GWS,202,10,5,1,3,1,0,1,1,0,0,0,0,3,0,"Malo, Gabriel R"
GWS,202,27,19,8,3,8,5,1,4,0,1,2,1,6,1,"Grogan, Erin E"
GWS,202,12,8,9,4,3,3,2,1,0,0,0,0,3,0,"Hernandez, Jessennya"
GWS,202,22,33,16,6,6,2,2,1,0,0,1,0,2,0,"Delanthamajalu, Shwetha"
GWS,202,16,9,4,4,5,1,3,3,0,1,1,0,2,0,"McCarthy, Daniel C"
GWS,202,23,13,1,1,9,2,0,0,0,0,1,0,0,1,"Robinson, Jessica L"
GWS,202,20,12,1,4,2,2,3,0,0,0,1,0,2,0,"Gargiulo, Megan E"
GWS,202,3,11,13,7,9,3,1,0,0,0,0,0,1,0,"Cassinelli, Silas M"
GWS,202,10,2,1,3,2,0,0,0,2,0,0,0,1,0,"Egwuatu, Chibundo A"
GWS,202,2,17,23,14,9,8,4,3,2,1,0,0,0,0,"Klean Zwilling, Jillian M"
GWS,275,20,1,0,0,0,2,0,0,0,0,0,0,0,0,"Malo, Gabriel R"
GWS,275,1,9,4,1,2,1,0,2,1,0,0,0,1,0,"Grogan, Erin E"
GWS,275,24,21,12,3,13,5,0,4,3,0,0,0,6,0,"Hernandez, Jessennya"
GWS,275,33,3,2,2,0,0,0,0,0,0,2,1,2,0,"Rijo Sanchez, Amaury J"
GWS,275,73,12,4,2,1,1,0,0,0,0,1,0,3,0,"Turner, Robin S"
GWS,275,2,7,6,5,10,4,2,4,1,0,0,2,2,1,"Greppi, Teresa M"
GWS,275,22,8,6,1,0,2,0,0,1,2,0,0,3,1,"McCarthy, Daniel C"
GWS,275,21,2,0,1,0,0,0,0,0,0,0,0,0,0,"McKeegan, Stephanie A"
GWS,275,9,16,5,2,7,2,1,1,1,0,0,0,0,0,"Elmeligy, Nehal M"
GWS,275,22,11,3,2,1,1,1,3,0,0,1,0,2,0,"Wilson, Meredith A"
GWS,275,11,13,1,6,7,0,0,1,0,0,0,0,4,0,"Pacheco, Hilary"
HDFS,101,93,81,23,12,16,9,6,6,3,2,5,0,9,0,"Anderson, Barbara R"
HDFS,105,14,14,9,2,0,0,0,0,0,0,0,0,0,0,"Bowers, Jill R"
HDFS,105,29,14,13,7,2,3,1,1,0,1,0,0,2,0,"Fanta Alarcon, Andrea S"
HDFS,105,12,9,0,3,2,0,1,1,0,0,0,0,0,0,"Bost, Kelly K"
HDFS,105,198,103,37,23,23,8,12,5,3,3,1,1,4,0,"Theisen, Jaclyn C"
HDFS,105,85,21,6,1,6,0,2,0,1,0,1,0,0,0,"Cai, Tianying"
HDFS,105,53,37,11,7,4,2,3,1,1,0,0,0,1,0,"Routon, Jasmine"
HDFS,105,39,36,11,7,4,0,0,0,0,0,0,0,0,0,"Coba-Rodriguez, Sarai E"
HDFS,105,41,321,55,23,152,12,7,47,4,2,10,0,8,0,"Ebata, Aaron T"
HDFS,105,36,9,0,5,1,2,0,1,0,2,1,0,0,0,"Yao, Linlin"
HDFS,105,93,63,26,18,9,11,4,1,2,0,0,0,4,1,"Anderson, Brianna L"
HDFS,105,47,7,8,12,5,4,2,0,0,0,0,0,1,1,"Thomann Mitchel, Elissa"
HDFS,105,17,9,2,4,2,1,2,3,1,0,1,1,1,0,"Whittaker, Angela M"
HDFS,105,74,96,2,1,6,0,1,4,0,0,0,0,0,0,"Heinhorst, Jennifer S"
HDFS,105,31,36,18,8,5,3,7,2,2,0,0,1,1,0,"Mendez, Shawn N"
HDFS,105,38,13,5,1,4,3,0,1,0,0,1,0,6,0,"Theisen-Raub, Jaclyn C"
HDFS,105,124,32,7,10,4,1,3,1,2,3,0,0,2,0,"Sahin, Esra"
HDFS,105,78,66,17,12,4,5,4,3,0,0,0,0,1,0,"Izenstark, Dina M"
HDFS,105,36,14,6,5,2,2,2,0,0,2,1,0,1,0,"Billington, Alyssa G"
HDFS,120,2,120,92,79,44,26,24,10,8,3,0,1,8,1,"Kramer, Karen"
HDFS,120,0,138,0,0,40,0,0,21,0,0,6,0,7,0,"Hughes, Robert"
HIST,100,0,9,32,10,12,1,3,2,0,0,0,0,0,0,"Dean, Elizabeth"
HIST,100,5,4,21,10,2,0,1,1,2,0,0,0,0,0,"Khudzik, Stanislav"
HIST,100,9,16,8,3,3,0,3,1,0,0,1,0,1,0,"Harbaugh, Anna A"
HIST,100,13,62,43,24,2,3,3,0,0,1,0,0,7,0,"Mandala, Ruth V"
HIST,100,3,25,13,6,10,6,1,2,0,0,0,0,1,0,"Larson, Ethan E"
HIST,100,13,3,2,1,0,0,1,1,0,0,1,0,0,0,"Kosovych, Silvia"
HIST,100,10,56,12,7,8,0,2,2,0,1,0,0,0,0,"Williams, Beth A"
HIST,100,4,29,3,1,5,0,0,1,1,0,1,0,0,0,"Ito, Koji"
HIST,100,1,11,5,6,6,6,0,5,4,0,0,0,1,0,"Levy, Joshua A"
HIST,100,16,29,6,4,6,0,2,2,0,0,0,1,0,0,"Escanilla Huert, Silvia V"
HIST,100,0,3,2,3,5,2,1,3,0,1,1,0,2,0,"Prakash, Archana"
HIST,100,30,29,16,4,3,3,1,0,0,0,0,0,4,0,"Liu, Lingyan"
HIST,100,1,2,1,8,3,2,3,1,0,0,0,0,0,0,"Mandru, Anca M"
HIST,100,1,5,7,7,6,7,6,1,2,0,0,0,1,0,"Murphy, Evan R"
HIST,100,0,5,10,1,5,2,0,0,0,0,0,1,0,0,"Siebert, Andrew C"
HIST,100,0,3,9,7,6,4,8,1,1,2,1,0,0,0,"Burcica, Pompilia V"
HIST,100,13,5,2,0,0,0,1,0,0,0,0,0,1,0,"Tiglay, Fatma Pelin"
HIST,100,13,6,8,2,7,1,2,3,0,0,1,0,1,0,"Huang, Jun"
HIST,100,4,25,3,4,8,3,0,1,1,0,0,0,0,0,"Sanchez, Mark J"
HIST,100,0,10,4,6,8,4,6,2,2,0,0,0,2,0,"Spector-Marks, Irina"
HIST,100,0,47,11,6,9,2,1,4,1,2,2,1,2,0,"Rabin, Dana"
HIST,100,13,24,5,3,7,6,1,6,1,0,1,0,0,0,"Bettine, Jade"
HIST,100,2,14,16,8,12,14,6,6,8,0,0,0,4,2,"Magdo, Zsuzsanna"
HIST,100,4,42,16,13,28,8,6,11,1,2,5,0,3,1,"Ghamari-Tabrizi, Behrooz"
HIST,100,7,9,17,12,10,7,1,0,0,1,0,0,5,0,"Vostriakova, Elizaveta"
HIST,100,0,10,19,8,13,8,7,9,4,5,1,0,4,0,"Navalesi, Kent E"
HIST,100,7,8,0,2,5,1,1,4,0,0,0,0,3,0,"Chmiel, Agata A"
HIST,100,4,10,12,9,4,0,0,0,2,0,0,0,1,0,"Natale, Marisa G"
HIST,100,11,28,9,9,17,5,2,2,2,1,1,0,5,1,"Yost, Franziska M"
HIST,100,1,29,8,9,14,3,1,2,1,0,0,1,1,0,"Chattopadhyaya, Utathya"
HIST,100,3,39,29,31,10,5,6,3,1,1,2,0,3,1,"Koslofsky, Craig M"
HIST,100,26,18,11,5,3,1,1,1,0,0,0,0,0,0,"Zylstra, Priyanka J"
HIST,100,12,20,5,3,4,0,1,2,0,0,1,0,1,0,"Rogaar, Eva"
HIST,100,7,6,1,2,4,3,2,2,1,1,0,0,0,0,"Peychev, Stefan P"
HIST,100,9,49,4,2,2,0,0,1,0,0,0,1,1,0,"Osei, Cassandra A"
HIST,100,5,11,3,4,1,0,0,0,0,0,0,0,0,0,"Vitale, Stephen T"
HIST,100,5,50,26,16,10,3,6,0,0,0,0,0,1,0,"Campbell, Brian"
HIST,100,39,49,15,5,11,2,2,8,0,1,3,1,0,0,"Rezende Da Silv, Thais"
HIST,100,4,36,42,30,57,29,15,16,6,2,2,3,2,0,"Quick, Elizabeth P"
HIST,100,2,46,3,4,9,1,1,0,0,1,1,0,2,0,"Ghanoui, Saniya L"
HIST,100,2,27,4,4,6,2,1,1,0,0,0,0,0,0,"Smart, Devin"
HIST,100,7,53,30,12,22,5,3,2,2,0,0,0,2,2,"Kosovych, Stefan D"
HIST,100,4,24,5,2,15,6,3,8,0,1,0,0,1,0,"Green, Christopher"
HIST,100,5,34,5,7,7,2,0,4,1,0,0,1,2,1,"Drake, Janine G"
HIST,100,15,11,2,3,8,0,0,3,1,0,0,0,1,1,"Keniston, William"
HIST,100,4,40,7,8,7,1,1,0,0,0,2,0,1,0,"Matsushita, Elizabeth A"
HIST,101,0,12,8,7,9,0,0,0,0,0,0,0,2,0,"Steinberg, Mark D"
HIST,102,2,4,4,5,3,2,1,0,0,0,0,0,0,0,"Duncan, Leanna D"
HIST,103,0,30,7,5,4,1,0,0,1,0,0,0,0,0,"Thompson, Peter B"
HIST,103,3,14,13,6,2,4,1,1,0,0,0,0,0,0,"Duncan, Heather E"
HIST,103,1,22,13,14,7,5,4,0,1,0,0,0,2,0,"Duncan, Leanna D"
HIST,103,9,13,12,5,3,3,1,0,0,0,0,0,0,0,"Vitale, Stephen T"
HIST,103,13,16,6,4,4,1,2,0,1,0,0,1,0,0,"Froiland, Samuel D"
HIST,103,4,4,7,1,4,2,0,2,0,1,0,0,0,0,"Trauscht, Cheryl M"
HIST,103,8,21,19,8,6,5,1,0,0,0,0,0,3,0,"Toups, Eric J"
HIST,104,14,42,9,2,2,2,0,0,0,0,0,0,1,0,"MacDonald, Owen J"
HIST,104,0,17,4,1,0,0,0,1,0,0,0,0,0,0,"Kastengren, Stetson M"
HIST,104,2,30,10,2,1,0,0,0,1,1,0,0,0,0,"Bozzi Feijo, Brunna"
HIST,104,11,32,14,2,5,0,0,2,0,0,0,0,3,0,"Osei, Cassandra A"
HIST,104,42,18,1,1,3,2,0,1,0,0,0,0,0,0,"Denby, Eric"
HIST,104,9,29,16,5,2,1,2,3,0,0,2,0,0,1,"Vitale, Stephen T"
HIST,104,6,27,6,5,2,0,2,0,0,0,1,0,0,0,"Mandala, Ruth V"
HIST,104,7,36,16,5,2,1,0,1,0,1,0,0,1,0,"Harms, Jake A"
HIST,104,4,38,14,4,2,3,0,2,0,1,1,0,2,0,"LoBue, Adam J"
HIST,104,22,76,21,9,2,1,1,2,1,0,0,0,3,0,"Alarcon Olivos, Marcos Gi"
HIST,110,0,9,9,17,8,1,1,0,0,0,0,0,0,0,"Poppel, Zachary D"
HIST,110,4,24,38,30,26,10,6,2,0,0,2,0,0,0,"Admiral, Rosemary G"
HIST,110,1,1,11,11,7,5,0,2,2,0,0,0,2,0,"Brennan, James R"
HIST,120,1,24,11,6,6,0,2,4,1,0,3,1,8,0,"Tong, Haoyu"
HIST,120,0,5,6,3,4,0,0,1,1,0,0,1,0,0,"Chiang, I-In"
HIST,120,56,37,14,16,9,7,4,4,3,1,0,2,4,1,"Shao, Dan"
HIST,120,17,30,23,8,15,6,4,6,2,6,1,1,14,0,"Chen, Xiao"
HIST,120,4,17,8,4,8,3,3,12,7,3,2,0,0,0,"Abele, Michael T"
HIST,120,10,50,36,28,24,14,7,4,2,2,2,1,3,0,"Frank, Mark E"
HIST,120,13,23,17,4,5,5,0,0,1,0,0,0,0,0,"Liu, Lingyan"
HIST,120,1,3,4,5,3,4,1,0,0,0,0,0,0,0,"Feng, Jia"
HIST,120,5,8,5,4,5,3,1,6,2,0,1,1,6,1,"Stetsuk, Alina"
HIST,120,5,15,21,14,9,1,4,1,0,0,0,0,3,0,"Li, Hanping"
HIST,120,13,91,40,29,24,21,7,9,13,2,0,0,3,0,"Fu, Poshek"
HIST,120,0,38,0,0,8,0,0,4,0,0,0,0,4,0,"Hur, Yun Young"
HIST,120,8,28,27,14,13,8,6,1,0,2,4,2,2,0,"Toby, Ronald P"
HIST,120,20,30,10,14,6,3,2,7,1,0,1,0,1,0,"Zhang, Shaodan"
HIST,120,1,28,18,14,25,7,3,11,6,1,2,0,14,0,"McSweeney, Forrest C"
HIST,120,6,14,14,18,12,4,8,4,2,4,4,2,0,0,"Zou, Dongxin"
HIST,141,0,14,0,1,6,0,2,0,0,0,0,0,0,0,"Thompson, Peter B"
HIST,141,1,3,2,5,6,4,0,0,0,0,0,0,0,0,"Dean, Elizabeth"
HIST,141,0,3,8,11,11,10,1,1,0,2,0,1,0,0,"Mitchell, Rebecca A"
HIST,141,1,5,7,4,4,1,1,1,0,0,0,0,0,0,"Adamo, Elizabeth L"
HIST,141,0,18,21,22,32,16,11,15,9,0,3,0,5,0,"Symes, Carol L"
HIST,141,0,2,14,24,34,14,20,8,8,4,4,0,2,0,"Godwin, Katherine R"
HIST,141,5,15,3,16,17,1,6,3,0,2,2,0,6,0,"Navalesi, Kent E"
HIST,141,0,5,9,4,4,3,7,6,0,0,1,0,4,1,"Brinks, Michael J"
HIST,141,1,36,27,25,15,12,4,4,8,0,2,1,4,1,"Crowston, Clare H"
HIST,141,6,14,4,6,7,1,1,1,0,0,0,0,3,0,"Vaughn, Taryn K"
HIST,141,0,2,9,5,9,12,1,3,3,0,2,0,1,0,"Murphy, Evan R"
HIST,141,0,18,12,8,30,14,8,20,10,4,0,0,4,2,"Bean, Ryan A"
HIST,141,0,13,4,12,34,7,9,6,1,0,0,1,1,0,"Chmiel, Agata A"
HIST,141,2,0,1,2,7,5,0,0,3,0,1,0,1,0,"Hein, Rhiannon A"
HIST,141,5,7,5,11,12,2,0,0,0,0,0,0,2,0,"Huang, Jun"
HIST,141,9,10,10,7,4,0,0,1,1,0,1,1,1,0,"Anderson, Christopher"
HIST,141,2,8,10,3,9,4,2,4,1,0,0,0,4,0,"Diaz, Valerie M"
HIST,142,0,2,8,2,3,3,0,0,2,0,1,0,2,0,"Riebeling, Zachary J"
HIST,142,0,5,4,4,4,1,1,1,1,0,0,0,2,0,"Vostriakova, Elizaveta"
HIST,142,22,17,13,5,3,2,0,2,1,0,1,0,1,0,"Bamberger, Benjamin D"
HIST,142,0,11,4,11,24,5,1,3,2,0,1,0,3,0,"Fritzsche, Peter A"
HIST,142,0,10,2,8,14,8,0,0,2,0,0,0,2,0,"Jovanovic, Milos"
HIST,142,0,6,7,9,9,4,2,3,1,1,0,0,2,0,"Beer, Michelle L"
HIST,142,0,32,30,26,16,8,5,0,1,0,0,0,1,0,"Micale, Mark S"
HIST,142,0,1,10,13,11,14,6,8,3,2,0,0,1,0,"Bruce, Stephen A"
HIST,142,0,15,6,13,7,3,0,1,0,0,0,0,0,0,"Jaimes, Marco"
HIST,142,1,7,7,7,8,7,2,4,1,0,0,1,1,0,"Tiglay, Fatma Pelin"
HIST,142,0,6,8,6,4,4,8,4,2,0,0,0,2,0,"Del Corso, Steven"
HIST,171,0,1,5,2,3,0,1,4,1,1,1,1,6,0,"Freund Carter, Heather E"
HIST,171,0,4,9,12,9,6,2,4,0,0,0,0,0,0,"Lehman, David B"
HIST,171,0,6,12,12,11,1,0,0,0,0,0,0,0,0,"Marquez, John Carlos C"
HIST,171,3,8,10,6,7,4,1,1,1,0,0,0,3,0,"Kosovych, Silvia"
HIST,171,1,0,8,8,8,8,3,0,2,1,1,2,1,0,"Henderson, Sandra L"
HIST,171,9,31,20,7,10,5,0,2,1,1,0,0,6,0,"Toups, Eric J"
HIST,171,0,80,14,6,5,3,1,0,0,1,1,0,3,0,"Bradley, Michael I"
HIST,171,0,7,5,10,15,3,2,2,1,0,1,0,1,0,"Peralta, Christine N"
HIST,171,0,10,20,16,34,6,2,0,2,0,2,0,0,0,"Hughes, Michael W"
HIST,171,9,16,5,9,17,1,5,3,2,0,0,1,3,1,"Day, Thomas R"
HIST,171,2,10,36,36,38,12,4,2,0,0,0,2,0,2,"Sell, Zachary G"
HIST,171,2,5,3,3,5,2,0,2,0,0,0,0,1,0,"Takauchi, Yuki"
HIST,171,3,16,12,4,12,7,3,5,3,1,1,1,2,1,"Crane, William M"
HIST,171,0,8,10,8,18,4,0,0,0,0,0,0,0,0,"Levine, Bruce C"
HIST,171,1,6,6,5,1,0,1,0,1,0,0,0,1,0,"Vostriakova, Elizaveta"
HIST,171,33,26,2,2,3,0,2,0,0,0,0,0,1,0,"Vaughn, Taryn K"
HIST,171,29,11,5,3,2,2,2,4,1,0,0,0,7,0,"Ruiz, Michael J"
HIST,171,1,24,10,5,2,1,0,0,1,0,0,0,1,0,"Lerner-Wright, Charlotte"
HIST,171,5,36,48,36,28,13,2,3,3,1,6,1,4,2,"Espiritu, Augusto F"
HIST,172,4,9,7,6,12,1,2,1,1,0,2,0,1,1,"Eby, Beth"
HIST,172,4,5,5,2,3,1,1,0,1,0,0,1,0,0,"Barrett, Marsha E"
HIST,172,7,10,19,17,6,6,0,0,0,1,1,0,0,0,"Tye, Nathan T"
HIST,172,8,21,17,2,7,3,0,2,3,1,0,1,5,0,"Kelley, Kurtis J"
HIST,172,1,0,5,5,3,5,1,0,0,0,0,1,0,0,"Correa Kuyumjia, Marilia"
HIST,172,0,8,4,8,21,1,0,0,0,0,0,0,0,0,"Moton, Theopolies J"
